year,state,county,subgroup_type,subgroup,poverty_exposure,poverty_exposure_quality
2018,17,105,all,All,0,1
2018,17,105,race-ethnicity,Black,0,3
2018,17,105,race-ethnicity,Hispanic,0,3
2018,17,105,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,105,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,107,all,All,0,1
2018,17,107,race-ethnicity,Black,NA,NA
2018,17,107,race-ethnicity,Hispanic,0,3
2018,17,107,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,107,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,109,all,All,0.392457868,1
2018,17,109,race-ethnicity,Black,0.675409836,3
2018,17,109,race-ethnicity,Hispanic,0.846666667,3
2018,17,109,race-ethnicity,Other Races and Ethnicities,0.820610687,3
2018,17,109,race-ethnicity,"White, Non-Hispanic",0.344354687,1
2018,17,111,all,All,0,1
2018,17,111,race-ethnicity,Black,0,2
2018,17,111,race-ethnicity,Hispanic,0,1
2018,17,111,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,111,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,113,all,All,0.122367226,1
2018,17,113,race-ethnicity,Black,0.037685657,1
2018,17,113,race-ethnicity,Hispanic,0.058476078,2
2018,17,113,race-ethnicity,Other Races and Ethnicities,0.154849226,2
2018,17,113,race-ethnicity,"White, Non-Hispanic",0.144614153,1
2018,17,115,all,All,0.221988585,1
2018,17,115,race-ethnicity,Black,0.307708333,1
2018,17,115,race-ethnicity,Hispanic,0.232804233,3
2018,17,115,race-ethnicity,Other Races and Ethnicities,0.295293073,2
2018,17,115,race-ethnicity,"White, Non-Hispanic",0.164859002,1
2018,17,117,all,All,0,1
2018,17,117,race-ethnicity,Black,0,3
2018,17,117,race-ethnicity,Hispanic,0,3
2018,17,117,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,117,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,119,all,All,0,1
2018,17,119,race-ethnicity,Black,0,1
2018,17,119,race-ethnicity,Hispanic,0,2
2018,17,119,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,119,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,121,all,All,0,1
2018,17,121,race-ethnicity,Black,0,3
2018,17,121,race-ethnicity,Hispanic,0,3
2018,17,121,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,121,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,123,all,All,0,1
2018,17,123,race-ethnicity,Black,NA,NA
2018,17,123,race-ethnicity,Hispanic,0,3
2018,17,123,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,123,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,125,all,All,0,1
2018,17,125,race-ethnicity,Black,0,3
2018,17,125,race-ethnicity,Hispanic,0,3
2018,17,125,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,125,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,127,all,All,0,1
2018,17,127,race-ethnicity,Black,0,3
2018,17,127,race-ethnicity,Hispanic,0,3
2018,17,127,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,127,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,129,all,All,0,2
2018,17,129,race-ethnicity,Black,NA,NA
2018,17,129,race-ethnicity,Hispanic,0,3
2018,17,129,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,129,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,131,all,All,0,1
2018,17,131,race-ethnicity,Black,NA,NA
2018,17,131,race-ethnicity,Hispanic,0,3
2018,17,131,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,131,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,133,all,All,0,2
2018,17,133,race-ethnicity,Black,NA,NA
2018,17,133,race-ethnicity,Hispanic,0,3
2018,17,133,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,133,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,135,all,All,0,1
2018,17,135,race-ethnicity,Black,0,3
2018,17,135,race-ethnicity,Hispanic,NA,NA
2018,17,135,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,135,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,137,all,All,0,1
2018,17,137,race-ethnicity,Black,0,3
2018,17,137,race-ethnicity,Hispanic,0,3
2018,17,137,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,137,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,139,all,All,0,2
2018,17,139,race-ethnicity,Black,NA,NA
2018,17,139,race-ethnicity,Hispanic,NA,NA
2018,17,139,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,139,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,141,all,All,0,1
2018,17,141,race-ethnicity,Black,0,3
2018,17,141,race-ethnicity,Hispanic,0,3
2018,17,141,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,141,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,143,all,All,0.248764585,1
2018,17,143,race-ethnicity,Black,0.427656504,1
2018,17,143,race-ethnicity,Hispanic,0.246919665,2
2018,17,143,race-ethnicity,Other Races and Ethnicities,0.146753746,2
2018,17,143,race-ethnicity,"White, Non-Hispanic",0.125175611,1
2018,17,145,all,All,0,1
2018,17,145,race-ethnicity,Black,0,3
2018,17,145,race-ethnicity,Hispanic,0,3
2018,17,145,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,145,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,147,all,All,0,2
2018,17,147,race-ethnicity,Black,NA,NA
2018,17,147,race-ethnicity,Hispanic,NA,NA
2018,17,147,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,147,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,149,all,All,0,1
2018,17,149,race-ethnicity,Black,NA,NA
2018,17,149,race-ethnicity,Hispanic,NA,NA
2018,17,149,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,149,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,151,all,All,0,2
2018,17,151,race-ethnicity,Black,NA,NA
2018,17,151,race-ethnicity,Hispanic,NA,NA
2018,17,151,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,151,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,153,all,All,0,1
2018,17,153,race-ethnicity,Black,0,2
2018,17,153,race-ethnicity,Hispanic,NA,NA
2018,17,153,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,153,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,155,all,All,0,2
2018,17,155,race-ethnicity,Black,NA,NA
2018,17,155,race-ethnicity,Hispanic,NA,NA
2018,17,155,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,155,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,157,all,All,0,1
2018,17,157,race-ethnicity,Black,0,3
2018,17,157,race-ethnicity,Hispanic,0,3
2018,17,157,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,157,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,159,all,All,0,1
2018,17,159,race-ethnicity,Black,0,3
2018,17,159,race-ethnicity,Hispanic,0,3
2018,17,159,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,159,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,161,all,All,0.073629067,1
2018,17,161,race-ethnicity,Black,0.148920689,1
2018,17,161,race-ethnicity,Hispanic,0.014480162,2
2018,17,161,race-ethnicity,Other Races and Ethnicities,0.084844338,1
2018,17,161,race-ethnicity,"White, Non-Hispanic",0.055802987,1
2018,17,163,all,All,0.282669182,1
2018,17,163,race-ethnicity,Black,0.40852286,1
2018,17,163,race-ethnicity,Hispanic,0.315622522,2
2018,17,163,race-ethnicity,Other Races and Ethnicities,0.195331274,2
2018,17,163,race-ethnicity,"White, Non-Hispanic",0.03837383,1
2018,17,165,all,All,0,1
2018,17,165,race-ethnicity,Black,0,3
2018,17,165,race-ethnicity,Hispanic,0,3
2018,17,165,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,165,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,167,all,All,0.247188339,1
2018,17,167,race-ethnicity,Black,0.410983525,1
2018,17,167,race-ethnicity,Hispanic,0.214108911,2
2018,17,167,race-ethnicity,Other Races and Ethnicities,0.236027515,2
2018,17,167,race-ethnicity,"White, Non-Hispanic",0.147732726,1
2018,17,169,all,All,0.664850136,2
2018,17,169,race-ethnicity,Black,0.991404011,3
2018,17,169,race-ethnicity,Hispanic,NA,NA
2018,17,169,race-ethnicity,Other Races and Ethnicities,0.823529412,3
2018,17,169,race-ethnicity,"White, Non-Hispanic",0.528827038,2
2018,17,171,all,All,0,2
2018,17,171,race-ethnicity,Black,NA,NA
2018,17,171,race-ethnicity,Hispanic,NA,NA
2018,17,171,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,171,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,173,all,All,0,1
2018,17,173,race-ethnicity,Black,NA,NA
2018,17,173,race-ethnicity,Hispanic,0,3
2018,17,173,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,173,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,175,all,All,0,2
2018,17,175,race-ethnicity,Black,NA,NA
2018,17,175,race-ethnicity,Hispanic,NA,NA
2018,17,175,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,175,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,177,all,All,0,1
2018,17,177,race-ethnicity,Black,0,2
2018,17,177,race-ethnicity,Hispanic,0,3
2018,17,177,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,177,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,179,all,All,0,1
2018,17,179,race-ethnicity,Black,0,3
2018,17,179,race-ethnicity,Hispanic,0,3
2018,17,179,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,179,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,181,all,All,0,1
2018,17,181,race-ethnicity,Black,0,3
2018,17,181,race-ethnicity,Hispanic,0,3
2018,17,181,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,181,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,183,all,All,0.217341119,1
2018,17,183,race-ethnicity,Black,0.38828541,1
2018,17,183,race-ethnicity,Hispanic,0.008,3
2018,17,183,race-ethnicity,Other Races and Ethnicities,0.246554364,2
2018,17,183,race-ethnicity,"White, Non-Hispanic",0.138653538,1
2018,17,185,all,All,0,2
2018,17,185,race-ethnicity,Black,NA,NA
2018,17,185,race-ethnicity,Hispanic,NA,NA
2018,17,185,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,17,185,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,187,all,All,0,2
2018,17,187,race-ethnicity,Black,0,3
2018,17,187,race-ethnicity,Hispanic,0,3
2018,17,187,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,187,race-ethnicity,"White, Non-Hispanic",0,2
2018,17,189,all,All,0,1
2018,17,189,race-ethnicity,Black,NA,NA
2018,17,189,race-ethnicity,Hispanic,0,3
2018,17,189,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,189,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,191,all,All,0,1
2018,17,191,race-ethnicity,Black,0,3
2018,17,191,race-ethnicity,Hispanic,NA,NA
2018,17,191,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,191,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,193,all,All,0,1
2018,17,193,race-ethnicity,Black,NA,NA
2018,17,193,race-ethnicity,Hispanic,NA,NA
2018,17,193,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,193,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,195,all,All,0,1
2018,17,195,race-ethnicity,Black,0,3
2018,17,195,race-ethnicity,Hispanic,0,2
2018,17,195,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,195,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,197,all,All,0,1
2018,17,197,race-ethnicity,Black,0,1
2018,17,197,race-ethnicity,Hispanic,0,1
2018,17,197,race-ethnicity,Other Races and Ethnicities,0,1
2018,17,197,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,199,all,All,0,1
2018,17,199,race-ethnicity,Black,0,3
2018,17,199,race-ethnicity,Hispanic,0,3
2018,17,199,race-ethnicity,Other Races and Ethnicities,0,2
2018,17,199,race-ethnicity,"White, Non-Hispanic",0,1
2018,17,201,all,All,0.194163708,1
2018,17,201,race-ethnicity,Black,0.364675892,1
2018,17,201,race-ethnicity,Hispanic,0.145504217,1
2018,17,201,race-ethnicity,Other Races and Ethnicities,0.166488337,1
2018,17,201,race-ethnicity,"White, Non-Hispanic",0.092059839,1
2018,17,203,all,All,0,1
2018,17,203,race-ethnicity,Black,NA,NA
2018,17,203,race-ethnicity,Hispanic,0,3
2018,17,203,race-ethnicity,Other Races and Ethnicities,0,3
2018,17,203,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,1,all,All,0,1
2018,18,1,race-ethnicity,Black,0,3
2018,18,1,race-ethnicity,Hispanic,0,3
2018,18,1,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,1,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,3,all,All,0.256010583,1
2018,18,3,race-ethnicity,Black,0.36895765,1
2018,18,3,race-ethnicity,Hispanic,0.410740416,1
2018,18,3,race-ethnicity,Other Races and Ethnicities,0.299182687,1
2018,18,3,race-ethnicity,"White, Non-Hispanic",0.137513662,1
2018,18,5,all,All,0,1
2018,18,5,race-ethnicity,Black,0,3
2018,18,5,race-ethnicity,Hispanic,0,2
2018,18,5,race-ethnicity,Other Races and Ethnicities,0,2
2018,18,5,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,7,all,All,0,1
2018,18,7,race-ethnicity,Black,NA,NA
2018,18,7,race-ethnicity,Hispanic,0,3
2018,18,7,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,18,7,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,9,all,All,0,2
2018,18,9,race-ethnicity,Black,NA,NA
2018,18,9,race-ethnicity,Hispanic,NA,NA
2018,18,9,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,9,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,11,all,All,0,1
2018,18,11,race-ethnicity,Black,0,3
2018,18,11,race-ethnicity,Hispanic,0,3
2018,18,11,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,11,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,13,all,All,0,2
2018,18,13,race-ethnicity,Black,0,3
2018,18,13,race-ethnicity,Hispanic,0,3
2018,18,13,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,13,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,15,all,All,0,1
2018,18,15,race-ethnicity,Black,NA,NA
2018,18,15,race-ethnicity,Hispanic,0,3
2018,18,15,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,15,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,17,all,All,0,1
2018,18,17,race-ethnicity,Black,0,3
2018,18,17,race-ethnicity,Hispanic,0,2
2018,18,17,race-ethnicity,Other Races and Ethnicities,0,2
2018,18,17,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,19,all,All,0,1
2018,18,19,race-ethnicity,Black,0,2
2018,18,19,race-ethnicity,Hispanic,0,3
2018,18,19,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,19,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,21,all,All,0,1
2018,18,21,race-ethnicity,Black,0,3
2018,18,21,race-ethnicity,Hispanic,NA,NA
2018,18,21,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,21,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,23,all,All,0,1
2018,18,23,race-ethnicity,Black,0,3
2018,18,23,race-ethnicity,Hispanic,0,2
2018,18,23,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,23,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,25,all,All,0,2
2018,18,25,race-ethnicity,Black,NA,NA
2018,18,25,race-ethnicity,Hispanic,0,3
2018,18,25,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,25,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,27,all,All,0,1
2018,18,27,race-ethnicity,Black,0,3
2018,18,27,race-ethnicity,Hispanic,0,3
2018,18,27,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,27,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,29,all,All,0,1
2018,18,29,race-ethnicity,Black,0,3
2018,18,29,race-ethnicity,Hispanic,0,3
2018,18,29,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,29,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,31,all,All,0,2
2018,18,31,race-ethnicity,Black,NA,NA
2018,18,31,race-ethnicity,Hispanic,0,3
2018,18,31,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,31,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,33,all,All,0,1
2018,18,33,race-ethnicity,Black,0,3
2018,18,33,race-ethnicity,Hispanic,0,3
2018,18,33,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,33,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,35,all,All,0.445976027,1
2018,18,35,race-ethnicity,Black,0.623911587,2
2018,18,35,race-ethnicity,Hispanic,0.533482143,2
2018,18,35,race-ethnicity,Other Races and Ethnicities,0.539952996,2
2018,18,35,race-ethnicity,"White, Non-Hispanic",0.402222101,1
2018,18,37,all,All,0,2
2018,18,37,race-ethnicity,Black,NA,NA
2018,18,37,race-ethnicity,Hispanic,0,3
2018,18,37,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,37,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,39,all,All,0,1
2018,18,39,race-ethnicity,Black,0,2
2018,18,39,race-ethnicity,Hispanic,0,1
2018,18,39,race-ethnicity,Other Races and Ethnicities,0,2
2018,18,39,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,41,all,All,0,1
2018,18,41,race-ethnicity,Black,0,3
2018,18,41,race-ethnicity,Hispanic,0,3
2018,18,41,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,41,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,43,all,All,0,1
2018,18,43,race-ethnicity,Black,0,2
2018,18,43,race-ethnicity,Hispanic,0,3
2018,18,43,race-ethnicity,Other Races and Ethnicities,0,2
2018,18,43,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,45,all,All,0,1
2018,18,45,race-ethnicity,Black,NA,NA
2018,18,45,race-ethnicity,Hispanic,0,3
2018,18,45,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,45,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,47,all,All,0,2
2018,18,47,race-ethnicity,Black,NA,NA
2018,18,47,race-ethnicity,Hispanic,NA,NA
2018,18,47,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,18,47,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,49,all,All,0,2
2018,18,49,race-ethnicity,Black,0,3
2018,18,49,race-ethnicity,Hispanic,0,3
2018,18,49,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,49,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,51,all,All,0,1
2018,18,51,race-ethnicity,Black,0,3
2018,18,51,race-ethnicity,Hispanic,NA,NA
2018,18,51,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,51,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,53,all,All,0.136417456,1
2018,18,53,race-ethnicity,Black,0.418161435,2
2018,18,53,race-ethnicity,Hispanic,0.370948379,3
2018,18,53,race-ethnicity,Other Races and Ethnicities,0.162589928,2
2018,18,53,race-ethnicity,"White, Non-Hispanic",0.059885057,1
2018,18,55,all,All,0,1
2018,18,55,race-ethnicity,Black,NA,NA
2018,18,55,race-ethnicity,Hispanic,0,3
2018,18,55,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,55,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,57,all,All,0,1
2018,18,57,race-ethnicity,Black,0,3
2018,18,57,race-ethnicity,Hispanic,0,2
2018,18,57,race-ethnicity,Other Races and Ethnicities,0,2
2018,18,57,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,59,all,All,0,2
2018,18,59,race-ethnicity,Black,0,3
2018,18,59,race-ethnicity,Hispanic,0,3
2018,18,59,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,59,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,61,all,All,0,1
2018,18,61,race-ethnicity,Black,NA,NA
2018,18,61,race-ethnicity,Hispanic,0,3
2018,18,61,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,61,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,63,all,All,0,1
2018,18,63,race-ethnicity,Black,0,3
2018,18,63,race-ethnicity,Hispanic,0,3
2018,18,63,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,63,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,65,all,All,0,1
2018,18,65,race-ethnicity,Black,0,3
2018,18,65,race-ethnicity,Hispanic,0,3
2018,18,65,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,65,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,67,all,All,0.109327751,1
2018,18,67,race-ethnicity,Black,0.177484787,2
2018,18,67,race-ethnicity,Hispanic,0.223809524,3
2018,18,67,race-ethnicity,Other Races and Ethnicities,0.13654224,2
2018,18,67,race-ethnicity,"White, Non-Hispanic",0.088219923,1
2018,18,69,all,All,0,1
2018,18,69,race-ethnicity,Black,NA,NA
2018,18,69,race-ethnicity,Hispanic,0,3
2018,18,69,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,69,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,71,all,All,0,1
2018,18,71,race-ethnicity,Black,0,3
2018,18,71,race-ethnicity,Hispanic,0,3
2018,18,71,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,71,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,73,all,All,0,1
2018,18,73,race-ethnicity,Black,NA,NA
2018,18,73,race-ethnicity,Hispanic,0,3
2018,18,73,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,73,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,75,all,All,0,1
2018,18,75,race-ethnicity,Black,NA,NA
2018,18,75,race-ethnicity,Hispanic,0,3
2018,18,75,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,75,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,77,all,All,0,1
2018,18,77,race-ethnicity,Black,0,3
2018,18,77,race-ethnicity,Hispanic,0,3
2018,18,77,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,77,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,79,all,All,0,1
2018,18,79,race-ethnicity,Black,NA,NA
2018,18,79,race-ethnicity,Hispanic,0,3
2018,18,79,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,79,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,81,all,All,0,1
2018,18,81,race-ethnicity,Black,0,3
2018,18,81,race-ethnicity,Hispanic,0,3
2018,18,81,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,81,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,83,all,All,0.167748377,1
2018,18,83,race-ethnicity,Black,0,3
2018,18,83,race-ethnicity,Hispanic,0.411917098,3
2018,18,83,race-ethnicity,Other Races and Ethnicities,0.232067511,2
2018,18,83,race-ethnicity,"White, Non-Hispanic",0.144788401,1
2018,18,85,all,All,0,1
2018,18,85,race-ethnicity,Black,0,3
2018,18,85,race-ethnicity,Hispanic,0,2
2018,18,85,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,85,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,87,all,All,0,2
2018,18,87,race-ethnicity,Black,NA,NA
2018,18,87,race-ethnicity,Hispanic,0,3
2018,18,87,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,87,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,89,all,All,0.155585628,1
2018,18,89,race-ethnicity,Black,0.307160422,1
2018,18,89,race-ethnicity,Hispanic,0.044553662,1
2018,18,89,race-ethnicity,Other Races and Ethnicities,0.048280215,1
2018,18,89,race-ethnicity,"White, Non-Hispanic",0.037024251,1
2018,18,91,all,All,0,1
2018,18,91,race-ethnicity,Black,0,2
2018,18,91,race-ethnicity,Hispanic,0,2
2018,18,91,race-ethnicity,Other Races and Ethnicities,0,2
2018,18,91,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,93,all,All,0,1
2018,18,93,race-ethnicity,Black,NA,NA
2018,18,93,race-ethnicity,Hispanic,0,3
2018,18,93,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,93,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,95,all,All,0.098903695,1
2018,18,95,race-ethnicity,Black,0.232794944,1
2018,18,95,race-ethnicity,Hispanic,0.199100835,2
2018,18,95,race-ethnicity,Other Races and Ethnicities,0.139390168,2
2018,18,95,race-ethnicity,"White, Non-Hispanic",0.062248097,1
2018,18,97,all,All,0.150333657,1
2018,18,97,race-ethnicity,Black,0.203063256,1
2018,18,97,race-ethnicity,Hispanic,0.18824753,1
2018,18,97,race-ethnicity,Other Races and Ethnicities,0.13847174,1
2018,18,97,race-ethnicity,"White, Non-Hispanic",0.086032233,1
2018,18,99,all,All,0,1
2018,18,99,race-ethnicity,Black,0,3
2018,18,99,race-ethnicity,Hispanic,0,2
2018,18,99,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,99,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,101,all,All,0,2
2018,18,101,race-ethnicity,Black,NA,NA
2018,18,101,race-ethnicity,Hispanic,NA,NA
2018,18,101,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,18,101,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,103,all,All,0,1
2018,18,103,race-ethnicity,Black,0,3
2018,18,103,race-ethnicity,Hispanic,0,3
2018,18,103,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,103,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,105,all,All,0.474842172,1
2018,18,105,race-ethnicity,Black,0.47761194,2
2018,18,105,race-ethnicity,Hispanic,0.423290203,2
2018,18,105,race-ethnicity,Other Races and Ethnicities,0.573565646,1
2018,18,105,race-ethnicity,"White, Non-Hispanic",0.451075612,1
2018,18,107,all,All,0,1
2018,18,107,race-ethnicity,Black,0,3
2018,18,107,race-ethnicity,Hispanic,0,3
2018,18,107,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,107,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,109,all,All,0,1
2018,18,109,race-ethnicity,Black,0,3
2018,18,109,race-ethnicity,Hispanic,0,3
2018,18,109,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,109,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,111,all,All,0,2
2018,18,111,race-ethnicity,Black,NA,NA
2018,18,111,race-ethnicity,Hispanic,0,3
2018,18,111,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,111,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,113,all,All,0,1
2018,18,113,race-ethnicity,Black,0,3
2018,18,113,race-ethnicity,Hispanic,0,3
2018,18,113,race-ethnicity,Other Races and Ethnicities,0,3
2018,18,113,race-ethnicity,"White, Non-Hispanic",0,1
2018,18,115,all,All,0,2
2018,18,115,race-ethnicity,Black,NA,NA
2018,18,115,race-ethnicity,Hispanic,NA,NA
2018,18,115,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,18,115,race-ethnicity,"White, Non-Hispanic",0,2
2018,18,117,all,All,0,1
2018,18,117,race-ethnicity,Black,0,3
2018,18,117,race-ethnicity,Hispanic,0,3
