state,county,state_name,county_name,population,subgroup_type,subgroup,juvenile_arrest_rate,juvenile_arrest_rate_quality
1,21,Alabama,Chilton County,44153,all,All,919.85498,1
1,21,Alabama,Chilton County,44153,race-ethnicity,Black,561.7027,1
1,21,Alabama,Chilton County,44153,race-ethnicity,Other Races,NA,NA
1,21,Alabama,Chilton County,44153,race-ethnicity,White,1278.1844,1
1,23,Alabama,Choctaw County,12841,all,All,237.33989,1
1,23,Alabama,Choctaw County,12841,race-ethnicity,Black,535.73242,1
1,23,Alabama,Choctaw County,12841,race-ethnicity,Other Races,NA,NA
1,23,Alabama,Choctaw County,12841,race-ethnicity,White,NA,NA
1,25,Alabama,Clarke County,23920,all,All,3623.8372,1
1,25,Alabama,Clarke County,23920,race-ethnicity,Black,3753.1035,1
1,25,Alabama,Clarke County,23920,race-ethnicity,Other Races,NA,NA
1,25,Alabama,Clarke County,23920,race-ethnicity,White,3716.6309,1
1,27,Alabama,Clay County,13275,all,All,235.20004,1
1,27,Alabama,Clay County,13275,race-ethnicity,Black,609.45135,1
1,27,Alabama,Clay County,13275,race-ethnicity,Other Races,NA,NA
1,27,Alabama,Clay County,13275,race-ethnicity,White,105.55839,1
1,29,Alabama,Cleburne County,14987,all,All,1668.9282,1
1,29,Alabama,Cleburne County,14987,race-ethnicity,Black,564.06671,1
1,29,Alabama,Cleburne County,14987,race-ethnicity,Other Races,NA,NA
1,29,Alabama,Cleburne County,14987,race-ethnicity,White,1953.9531,1
1,31,Alabama,Coffee County,51909,all,All,1221.8842,1
1,31,Alabama,Coffee County,51909,race-ethnicity,Black,2656.6226,1
1,31,Alabama,Coffee County,51909,race-ethnicity,Other Races,NA,NA
1,31,Alabama,Coffee County,51909,race-ethnicity,White,924.07776,1
1,33,Alabama,Colbert County,54762,all,All,587.6947,2
1,33,Alabama,Colbert County,54762,race-ethnicity,Black,1905.6123,2
1,33,Alabama,Colbert County,54762,race-ethnicity,Other Races,NA,NA
1,33,Alabama,Colbert County,54762,race-ethnicity,White,472.67703,2
1,35,Alabama,Conecuh County,12277,all,All,1251.1991,1
1,35,Alabama,Conecuh County,12277,race-ethnicity,Black,3200.8071,1
1,35,Alabama,Conecuh County,12277,race-ethnicity,Other Races,NA,NA
1,35,Alabama,Conecuh County,12277,race-ethnicity,White,158.07977,1
1,37,Alabama,Coosa County,10715,all,All,1052.3419,1
1,37,Alabama,Coosa County,10715,race-ethnicity,Black,531.38348,1
1,37,Alabama,Coosa County,10715,race-ethnicity,Other Races,NA,NA
1,37,Alabama,Coosa County,10715,race-ethnicity,White,1520.1265,1
1,39,Alabama,Covington County,36986,all,All,1698.2029,2
1,39,Alabama,Covington County,36986,race-ethnicity,Black,2346.1082,2
1,39,Alabama,Covington County,36986,race-ethnicity,Other Races,NA,NA
1,39,Alabama,Covington County,36986,race-ethnicity,White,1548.1304,2
1,41,Alabama,Crenshaw County,13824,all,All,216.97151,2
1,41,Alabama,Crenshaw County,13824,race-ethnicity,Black,355.26123,2
1,41,Alabama,Crenshaw County,13824,race-ethnicity,Other Races,NA,NA
1,41,Alabama,Crenshaw County,13824,race-ethnicity,White,196.26431,2
1,43,Alabama,Cullman County,83442,all,All,246.11235,1
1,43,Alabama,Cullman County,83442,race-ethnicity,Black,NA,NA
1,43,Alabama,Cullman County,83442,race-ethnicity,Other Races,NA,NA
1,43,Alabama,Cullman County,83442,race-ethnicity,White,257.58786,1
1,45,Alabama,Dale County,48956,all,All,712.2558,2
1,45,Alabama,Dale County,48956,race-ethnicity,Black,1432.2885,2
1,45,Alabama,Dale County,48956,race-ethnicity,Other Races,NA,NA
1,45,Alabama,Dale County,48956,race-ethnicity,White,551.92206,2
1,47,Alabama,Dallas County,38310,all,All,952.24969,2
1,47,Alabama,Dallas County,38310,race-ethnicity,Black,1972.5812,2
1,47,Alabama,Dallas County,38310,race-ethnicity,Other Races,NA,NA
1,47,Alabama,Dallas County,38310,race-ethnicity,White,536.73663,2
1,49,Alabama,DeKalb County,71385,all,All,180.36496,2
1,49,Alabama,DeKalb County,71385,race-ethnicity,Black,3298.5881,2
1,49,Alabama,DeKalb County,71385,race-ethnicity,Other Races,NA,NA
1,49,Alabama,DeKalb County,71385,race-ethnicity,White,188.15266,2
1,51,Alabama,Elmore County,81887,all,All,297.82361,2
1,51,Alabama,Elmore County,81887,race-ethnicity,Black,761.26605,2
1,51,Alabama,Elmore County,81887,race-ethnicity,Other Races,NA,NA
1,51,Alabama,Elmore County,81887,race-ethnicity,White,151.21298,2
1,53,Alabama,Escambia County,36748,all,All,1092.1799,1
1,53,Alabama,Escambia County,36748,race-ethnicity,Black,973.14697,1
1,53,Alabama,Escambia County,36748,race-ethnicity,Other Races,7843.5986,1
1,53,Alabama,Escambia County,36748,race-ethnicity,White,871.51099,1
1,55,Alabama,Etowah County,102501,all,All,135.67294,2
1,55,Alabama,Etowah County,102501,race-ethnicity,Black,257.40027,2
1,55,Alabama,Etowah County,102501,race-ethnicity,Other Races,NA,NA
1,55,Alabama,Etowah County,102501,race-ethnicity,White,142.78915,2
1,57,Alabama,Fayette County,16433,all,All,285.6441,1
1,57,Alabama,Fayette County,16433,race-ethnicity,Black,911.61859,1
1,57,Alabama,Fayette County,16433,race-ethnicity,Other Races,NA,NA
1,57,Alabama,Fayette County,16433,race-ethnicity,White,207.40979,1
1,59,Alabama,Franklin County,31363,all,All,NA,NA
1,59,Alabama,Franklin County,31363,race-ethnicity,Black,NA,NA
1,59,Alabama,Franklin County,31363,race-ethnicity,Other Races,NA,NA
1,59,Alabama,Franklin County,31363,race-ethnicity,White,NA,NA
1,61,Alabama,Geneva County,26314,all,All,634.66193,1
1,61,Alabama,Geneva County,26314,race-ethnicity,Black,383.83539,1
1,61,Alabama,Geneva County,26314,race-ethnicity,Other Races,NA,NA
1,61,Alabama,Geneva County,26314,race-ethnicity,White,880.05383,1
1,63,Alabama,Greene County,8233,all,All,294.70126,1
1,63,Alabama,Greene County,8233,race-ethnicity,Black,448.31387,1
1,63,Alabama,Greene County,8233,race-ethnicity,Other Races,NA,NA
1,63,Alabama,Greene County,8233,race-ethnicity,White,NA,NA
1,65,Alabama,Hale County,14726,all,All,281.88705,1
1,65,Alabama,Hale County,14726,race-ethnicity,Black,343.05759,1
1,65,Alabama,Hale County,14726,race-ethnicity,Other Races,NA,NA
1,65,Alabama,Hale County,14726,race-ethnicity,White,165.94757,1
1,67,Alabama,Henry County,17209,all,All,988.0498,2
1,67,Alabama,Henry County,17209,race-ethnicity,Black,1195.1239,2
1,67,Alabama,Henry County,17209,race-ethnicity,Other Races,NA,NA
1,67,Alabama,Henry County,17209,race-ethnicity,White,1047.7111,2
1,69,Alabama,Houston County,104722,all,All,3074.395,2
1,69,Alabama,Houston County,104722,race-ethnicity,Black,8967.2744,2
1,69,Alabama,Houston County,104722,race-ethnicity,Other Races,94.308846,2
1,69,Alabama,Houston County,104722,race-ethnicity,White,1095.3203,2
1,71,Alabama,Jackson County,51736,all,All,516.53247,2
1,71,Alabama,Jackson County,51736,race-ethnicity,Black,6612.5903,2
1,71,Alabama,Jackson County,51736,race-ethnicity,Other Races,NA,NA
1,71,Alabama,Jackson County,51736,race-ethnicity,White,565.77679,2
1,73,Alabama,Jefferson County,659300,all,All,721.797,2
1,73,Alabama,Jefferson County,659300,race-ethnicity,Black,971.73987,2
1,73,Alabama,Jefferson County,659300,race-ethnicity,Other Races,18.274855,2
1,73,Alabama,Jefferson County,659300,race-ethnicity,White,594.34821,2
1,75,Alabama,Lamar County,13844,all,All,202.80685,1
1,75,Alabama,Lamar County,13844,race-ethnicity,Black,NA,NA
1,75,Alabama,Lamar County,13844,race-ethnicity,Other Races,NA,NA
1,75,Alabama,Lamar County,13844,race-ethnicity,White,245.43492,1
1,77,Alabama,Lauderdale County,92387,all,All,418.52783,2
1,77,Alabama,Lauderdale County,92387,race-ethnicity,Black,1039.624,2
1,77,Alabama,Lauderdale County,92387,race-ethnicity,Other Races,NA,NA
1,77,Alabama,Lauderdale County,92387,race-ethnicity,White,357.05524,2
1,79,Alabama,Lawrence County,32957,all,All,64.503853,2
1,79,Alabama,Lawrence County,32957,race-ethnicity,Black,NA,NA
1,79,Alabama,Lawrence County,32957,race-ethnicity,Other Races,NA,NA
1,79,Alabama,Lawrence County,32957,race-ethnicity,White,83.165894,2
1,81,Alabama,Lee County,163941,all,All,1461.5159,1
1,81,Alabama,Lee County,163941,race-ethnicity,Black,2483.8787,1
1,81,Alabama,Lee County,163941,race-ethnicity,Other Races,156.00624,1
1,81,Alabama,Lee County,163941,race-ethnicity,White,1046.8821,1
1,83,Alabama,Limestone County,96174,all,All,906.85767,1
1,83,Alabama,Limestone County,96174,race-ethnicity,Black,1309.4108,1
1,83,Alabama,Limestone County,96174,race-ethnicity,Other Races,NA,NA
1,83,Alabama,Limestone County,96174,race-ethnicity,White,833.20837,1
1,85,Alabama,Lowndes County,9974,all,All,81.092476,2
1,85,Alabama,Lowndes County,9974,race-ethnicity,Black,317.01648,2
1,85,Alabama,Lowndes County,9974,race-ethnicity,Other Races,NA,NA
1,85,Alabama,Lowndes County,9974,race-ethnicity,White,NA,NA
1,87,Alabama,Macon County,18439,all,All,621.16547,2
1,87,Alabama,Macon County,18439,race-ethnicity,Black,1095.1943,2
1,87,Alabama,Macon County,18439,race-ethnicity,Other Races,NA,NA
1,87,Alabama,Macon County,18439,race-ethnicity,White,NA,NA
1,89,Alabama,Madison County,366519,all,All,1604.8883,1
1,89,Alabama,Madison County,366519,race-ethnicity,Black,3799.0391,1
1,89,Alabama,Madison County,366519,race-ethnicity,Other Races,59.112064,1
1,89,Alabama,Madison County,366519,race-ethnicity,White,994.65192,1
1,91,Alabama,Marengo County,19066,all,All,1515.598,2
1,91,Alabama,Marengo County,19066,race-ethnicity,Black,2177.5247,2
1,91,Alabama,Marengo County,19066,race-ethnicity,Other Races,NA,NA
1,91,Alabama,Marengo County,19066,race-ethnicity,White,247.84375,2
1,93,Alabama,Marion County,29763,all,All,1727.9226,1
1,93,Alabama,Marion County,29763,race-ethnicity,Black,1767.0878,1
1,93,Alabama,Marion County,29763,race-ethnicity,Other Races,NA,NA
1,93,Alabama,Marion County,29763,race-ethnicity,White,1761.9434,1
1,95,Alabama,Marshall County,96109,all,All,646.99994,1
1,95,Alabama,Marshall County,96109,race-ethnicity,Black,737.54468,1
1,95,Alabama,Marshall County,96109,race-ethnicity,Other Races,NA,NA
1,95,Alabama,Marshall County,96109,race-ethnicity,White,682.42334,1
1,97,Alabama,Mobile County,413757,all,All,1742.1064,2
1,97,Alabama,Mobile County,413757,race-ethnicity,Black,3389.2954,2
1,97,Alabama,Mobile County,413757,race-ethnicity,Other Races,142.93883,2
1,97,Alabama,Mobile County,413757,race-ethnicity,White,680.09302,2
1,99,Alabama,Monroe County,21067,all,All,762.6347,2
1,99,Alabama,Monroe County,21067,race-ethnicity,Black,1291.0819,2
1,99,Alabama,Monroe County,21067,race-ethnicity,Other Races,NA,NA
1,99,Alabama,Monroe County,21067,race-ethnicity,White,451.65649,2
1,101,Alabama,Montgomery County,225763,all,All,294.71042,2
1,101,Alabama,Montgomery County,225763,race-ethnicity,Black,478.26721,2
1,101,Alabama,Montgomery County,225763,race-ethnicity,Other Races,NA,NA
1,101,Alabama,Montgomery County,225763,race-ethnicity,White,43.824539,2
1,103,Alabama,Morgan County,119089,all,All,1869.7816,2
1,103,Alabama,Morgan County,119089,race-ethnicity,Black,12599.284,2
1,103,Alabama,Morgan County,119089,race-ethnicity,Other Races,68.312172,2
1,103,Alabama,Morgan County,119089,race-ethnicity,White,954.74872,2
1,105,Alabama,Perry County,9140,all,All,252.59967,1
1,105,Alabama,Perry County,9140,race-ethnicity,Black,384.26904,1
1,105,Alabama,Perry County,9140,race-ethnicity,Other Races,NA,NA
1,105,Alabama,Perry County,9140,race-ethnicity,White,NA,NA
1,107,Alabama,Pickens County,19938,all,All,254.60323,1
1,107,Alabama,Pickens County,19938,race-ethnicity,Black,419.20813,1
1,107,Alabama,Pickens County,19938,race-ethnicity,Other Races,NA,NA
1,107,Alabama,Pickens County,19938,race-ethnicity,White,204.42093,1
1,109,Alabama,Pike County,33338,all,All,1429.6548,1
1,109,Alabama,Pike County,33338,race-ethnicity,Black,1933.5509,1
1,109,Alabama,Pike County,33338,race-ethnicity,Other Races,NA,NA
1,109,Alabama,Pike County,33338,race-ethnicity,White,678.64703,1
1,111,Alabama,Randolph County,22725,all,All,763.16943,2
1,111,Alabama,Randolph County,22725,race-ethnicity,Black,1483.1404,2
1,111,Alabama,Randolph County,22725,race-ethnicity,Other Races,NA,NA
1,111,Alabama,Randolph County,22725,race-ethnicity,White,513.76672,2
1,113,Alabama,Russell County,57781,all,All,77.398933,2
1,113,Alabama,Russell County,57781,race-ethnicity,Black,31.679174,2
1,113,Alabama,Russell County,57781,race-ethnicity,Other Races,NA,NA
1,113,Alabama,Russell County,57781,race-ethnicity,White,158.44446,2
1,115,Alabama,St. Clair County,88690,all,All,476.3942,1
1,115,Alabama,St. Clair County,88690,race-ethnicity,Black,963.62323,1
1,115,Alabama,St. Clair County,88690,race-ethnicity,Other Races,NA,NA
1,115,Alabama,St. Clair County,88690,race-ethnicity,White,453.52551,1
1,117,Alabama,Shelby County,215707,all,All,781.4967,1
1,117,Alabama,Shelby County,215707,race-ethnicity,Black,1598.9036,1
1,117,Alabama,Shelby County,215707,race-ethnicity,Other Races,NA,NA
1,117,Alabama,Shelby County,215707,race-ethnicity,White,765.74841,1
1,119,Alabama,Sumter County,12691,all,All,192.57681,2
1,119,Alabama,Sumter County,12691,race-ethnicity,Black,292.95761,2
1,119,Alabama,Sumter County,12691,race-ethnicity,Other Races,NA,NA
1,119,Alabama,Sumter County,12691,race-ethnicity,White,NA,NA
1,121,Alabama,Talladega County,79828,all,All,278.67166,1
1,121,Alabama,Talladega County,79828,race-ethnicity,Black,515.78082,1
1,121,Alabama,Talladega County,79828,race-ethnicity,Other Races,NA,NA
1,121,Alabama,Talladega County,79828,race-ethnicity,White,214.40265,1
1,123,Alabama,Tallapoosa County,40497,all,All,2150.499,2
1,123,Alabama,Tallapoosa County,40497,race-ethnicity,Black,3602.7131,2
1,123,Alabama,Tallapoosa County,40497,race-ethnicity,Other Races,NA,NA
1,123,Alabama,Tallapoosa County,40497,race-ethnicity,White,1682.6556,2
1,125,Alabama,Tuscaloosa County,208911,all,All,1963.873,1
1,125,Alabama,Tuscaloosa County,208911,race-ethnicity,Black,3033.7007,1
1,125,Alabama,Tuscaloosa County,208911,race-ethnicity,Other Races,445.62286,1
1,125,Alabama,Tuscaloosa County,208911,race-ethnicity,White,1088.5226,1
1,127,Alabama,Walker County,63711,all,All,663.73151,2
1,127,Alabama,Walker County,63711,race-ethnicity,Black,1176.8167,2
1,127,Alabama,Walker County,63711,race-ethnicity,Other Races,NA,NA
1,127,Alabama,Walker County,63711,race-ethnicity,White,624.74341,2
1,129,Alabama,Washington County,16378,all,All,754.82141,1
1,129,Alabama,Washington County,16378,race-ethnicity,Black,1419.8373,1
1,129,Alabama,Washington County,16378,race-ethnicity,Other Races,NA,NA
1,129,Alabama,Washington County,16378,race-ethnicity,White,476.83078,1
1,131,Alabama,Wilcox County,10627,all,All,189.48186,1
1,131,Alabama,Wilcox County,10627,race-ethnicity,Black,427.7041,1
1,131,Alabama,Wilcox County,10627,race-ethnicity,Other Races,NA,NA
1,131,Alabama,Wilcox County,10627,race-ethnicity,White,NA,NA
1,133,Alabama,Winston County,23660,all,All,81.016273,1
1,133,Alabama,Winston County,23660,race-ethnicity,Black,11921.794,1
1,133,Alabama,Winston County,23660,race-ethnicity,Other Races,NA,NA
1,133,Alabama,Winston County,23660,race-ethnicity,White,42.396973,1
2,13,Alaska,Aleutians East Borough,3515,all,All,NA,NA
2,13,Alaska,Aleutians East Borough,3515,race-ethnicity,Black,NA,NA
2,13,Alaska,Aleutians East Borough,3515,race-ethnicity,Other Races,NA,NA
2,13,Alaska,Aleutians East Borough,3515,race-ethnicity,White,NA,NA
2,16,Alaska,Aleutians West Census Area,5723,all,All,NA,NA
2,16,Alaska,Aleutians West Census Area,5723,race-ethnicity,Black,NA,NA
2,16,Alaska,Aleutians West Census Area,5723,race-ethnicity,Other Races,NA,NA
2,16,Alaska,Aleutians West Census Area,5723,race-ethnicity,White,NA,NA
2,20,Alaska,Anchorage Municipality,291538,all,All,NA,NA
2,20,Alaska,Anchorage Municipality,291538,race-ethnicity,Black,NA,NA
2,20,Alaska,Anchorage Municipality,291538,race-ethnicity,Other Races,NA,NA
2,20,Alaska,Anchorage Municipality,291538,race-ethnicity,White,NA,NA
2,50,Alaska,Bethel Census Area,18216,all,All,NA,NA
2,50,Alaska,Bethel Census Area,18216,race-ethnicity,Black,NA,NA
2,50,Alaska,Bethel Census Area,18216,race-ethnicity,Other Races,NA,NA
2,50,Alaska,Bethel Census Area,18216,race-ethnicity,White,NA,NA
2,60,Alaska,Bristol Bay Borough,877,all,All,NA,NA
2,60,Alaska,Bristol Bay Borough,877,race-ethnicity,Black,NA,NA
2,60,Alaska,Bristol Bay Borough,877,race-ethnicity,Other Races,NA,NA
2,60,Alaska,Bristol Bay Borough,877,race-ethnicity,White,NA,NA
2,68,Alaska,Denali Borough,2059,all,All,NA,NA
2,68,Alaska,Denali Borough,2059,race-ethnicity,Black,NA,NA
2,68,Alaska,Denali Borough,2059,race-ethnicity,Other Races,NA,NA
2,68,Alaska,Denali Borough,2059,race-ethnicity,White,NA,NA
2,70,Alaska,Dillingham Census Area,5000,all,All,NA,NA
2,70,Alaska,Dillingham Census Area,5000,race-ethnicity,Black,NA,NA
2,70,Alaska,Dillingham Census Area,5000,race-ethnicity,Other Races,NA,NA
2,70,Alaska,Dillingham Census Area,5000,race-ethnicity,White,NA,NA
2,90,Alaska,Fairbanks North Star Borough,98971,all,All,NA,NA
2,90,Alaska,Fairbanks North Star Borough,98971,race-ethnicity,Black,NA,NA
2,90,Alaska,Fairbanks North Star Borough,98971,race-ethnicity,Other Races,NA,NA
2,90,Alaska,Fairbanks North Star Borough,98971,race-ethnicity,White,NA,NA
2,100,Alaska,Haines Borough,2474,all,All,NA,NA
2,100,Alaska,Haines Borough,2474,race-ethnicity,Black,NA,NA
2,100,Alaska,Haines Borough,2474,race-ethnicity,Other Races,NA,NA
2,100,Alaska,Haines Borough,2474,race-ethnicity,White,NA,NA
2,105,Alaska,Hoonah-Angoon Census Area,2151,all,All,NA,NA
2,105,Alaska,Hoonah-Angoon Census Area,2151,race-ethnicity,Black,NA,NA
2,105,Alaska,Hoonah-Angoon Census Area,2151,race-ethnicity,Other Races,NA,NA
2,105,Alaska,Hoonah-Angoon Census Area,2151,race-ethnicity,White,NA,NA
2,110,Alaska,Juneau City and Borough,32113,all,All,NA,NA
2,110,Alaska,Juneau City and Borough,32113,race-ethnicity,Black,NA,NA
2,110,Alaska,Juneau City and Borough,32113,race-ethnicity,Other Races,NA,NA
2,110,Alaska,Juneau City and Borough,32113,race-ethnicity,White,NA,NA
2,122,Alaska,Kenai Peninsula Borough,58533,all,All,NA,NA
2,122,Alaska,Kenai Peninsula Borough,58533,race-ethnicity,Black,NA,NA
2,122,Alaska,Kenai Peninsula Borough,58533,race-ethnicity,Other Races,NA,NA
2,122,Alaska,Kenai Peninsula Borough,58533,race-ethnicity,White,NA,NA
2,130,Alaska,Ketchikan Gateway Borough,13918,all,All,NA,NA
2,130,Alaska,Ketchikan Gateway Borough,13918,race-ethnicity,Black,NA,NA
2,130,Alaska,Ketchikan Gateway Borough,13918,race-ethnicity,Other Races,NA,NA
2,130,Alaska,Ketchikan Gateway Borough,13918,race-ethnicity,White,NA,NA
2,150,Alaska,Kodiak Island Borough,13345,all,All,NA,NA
2,150,Alaska,Kodiak Island Borough,13345,race-ethnicity,Black,NA,NA
2,150,Alaska,Kodiak Island Borough,13345,race-ethnicity,Other Races,NA,NA
2,150,Alaska,Kodiak Island Borough,13345,race-ethnicity,White,NA,NA
2,158,Alaska,Kusilvak Census Area,8303,all,All,NA,NA
2,158,Alaska,Kusilvak Census Area,8303,race-ethnicity,Black,NA,NA
2,158,Alaska,Kusilvak Census Area,8303,race-ethnicity,Other Races,NA,NA
2,158,Alaska,Kusilvak Census Area,8303,race-ethnicity,White,NA,NA
2,164,Alaska,Lake and Peninsula Borough,1587,all,All,NA,NA
2,164,Alaska,Lake and Peninsula Borough,1587,race-ethnicity,Black,NA,NA
2,164,Alaska,Lake and Peninsula Borough,1587,race-ethnicity,Other Races,NA,NA
2,164,Alaska,Lake and Peninsula Borough,1587,race-ethnicity,White,NA,NA
2,170,Alaska,Matanuska-Susitna Borough,107610,all,All,NA,NA
2,170,Alaska,Matanuska-Susitna Borough,107610,race-ethnicity,Black,NA,NA
2,170,Alaska,Matanuska-Susitna Borough,107610,race-ethnicity,Other Races,NA,NA
2,170,Alaska,Matanuska-Susitna Borough,107610,race-ethnicity,White,NA,NA
2,180,Alaska,Nome Census Area,10008,all,All,NA,NA
2,180,Alaska,Nome Census Area,10008,race-ethnicity,Black,NA,NA
2,180,Alaska,Nome Census Area,10008,race-ethnicity,Other Races,NA,NA
2,180,Alaska,Nome Census Area,10008,race-ethnicity,White,NA,NA
2,185,Alaska,North Slope Borough,9872,all,All,NA,NA
2,185,Alaska,North Slope Borough,9872,race-ethnicity,Black,NA,NA
2,185,Alaska,North Slope Borough,9872,race-ethnicity,Other Races,NA,NA
2,185,Alaska,North Slope Borough,9872,race-ethnicity,White,NA,NA
2,188,Alaska,Northwest Arctic Borough,7671,all,All,NA,NA
2,188,Alaska,Northwest Arctic Borough,7671,race-ethnicity,Black,NA,NA
2,188,Alaska,Northwest Arctic Borough,7671,race-ethnicity,Other Races,NA,NA
2,188,Alaska,Northwest Arctic Borough,7671,race-ethnicity,White,NA,NA
2,195,Alaska,Petersburg Borough,3221,all,All,NA,NA
2,195,Alaska,Petersburg Borough,3221,race-ethnicity,Black,NA,NA
2,195,Alaska,Petersburg Borough,3221,race-ethnicity,Other Races,NA,NA
2,195,Alaska,Petersburg Borough,3221,race-ethnicity,White,NA,NA
2,198,Alaska,Prince of Wales-Hyder Census Area,6422,all,All,NA,NA
2,198,Alaska,Prince of Wales-Hyder Census Area,6422,race-ethnicity,Black,NA,NA
2,198,Alaska,Prince of Wales-Hyder Census Area,6422,race-ethnicity,Other Races,NA,NA
2,198,Alaska,Prince of Wales-Hyder Census Area,6422,race-ethnicity,White,NA,NA
2,220,Alaska,Sitka City and Borough,8647,all,All,NA,NA
2,220,Alaska,Sitka City and Borough,8647,race-ethnicity,Black,NA,NA
2,220,Alaska,Sitka City and Borough,8647,race-ethnicity,Other Races,NA,NA
2,220,Alaska,Sitka City and Borough,8647,race-ethnicity,White,NA,NA
2,230,Alaska,Skagway Municipality,1148,all,All,NA,NA
2,230,Alaska,Skagway Municipality,1148,race-ethnicity,Black,NA,NA
2,230,Alaska,Skagway Municipality,1148,race-ethnicity,Other Races,NA,NA
2,230,Alaska,Skagway Municipality,1148,race-ethnicity,White,NA,NA
2,240,Alaska,Southeast Fairbanks Census Area,6918,all,All,NA,NA
2,240,Alaska,Southeast Fairbanks Census Area,6918,race-ethnicity,Black,NA,NA
2,240,Alaska,Southeast Fairbanks Census Area,6918,race-ethnicity,Other Races,NA,NA
2,240,Alaska,Southeast Fairbanks Census Area,6918,race-ethnicity,White,NA,NA
2,261,Alaska,Valdez-Cordova Census Area,9164,all,All,NA,NA
2,261,Alaska,Valdez-Cordova Census Area,9164,race-ethnicity,Black,NA,NA
2,261,Alaska,Valdez-Cordova Census Area,9164,race-ethnicity,Other Races,NA,NA
2,261,Alaska,Valdez-Cordova Census Area,9164,race-ethnicity,White,NA,NA
2,275,Alaska,Wrangell City and Borough,2503,all,All,NA,NA
2,275,Alaska,Wrangell City and Borough,2503,race-ethnicity,Black,NA,NA
2,275,Alaska,Wrangell City and Borough,2503,race-ethnicity,Other Races,NA,NA
2,275,Alaska,Wrangell City and Borough,2503,race-ethnicity,White,NA,NA
2,282,Alaska,Yakutat City and Borough,604,all,All,NA,NA
2,282,Alaska,Yakutat City and Borough,604,race-ethnicity,Black,NA,NA
2,282,Alaska,Yakutat City and Borough,604,race-ethnicity,Other Races,NA,NA
2,282,Alaska,Yakutat City and Borough,604,race-ethnicity,White,NA,NA
2,290,Alaska,Yukon-Koyukuk Census Area,5327,all,All,NA,NA
2,290,Alaska,Yukon-Koyukuk Census Area,5327,race-ethnicity,Black,NA,NA
2,290,Alaska,Yukon-Koyukuk Census Area,5327,race-ethnicity,Other Races,NA,NA
2,290,Alaska,Yukon-Koyukuk Census Area,5327,race-ethnicity,White,NA,NA
4,1,Arizona,Apache County,71818,all,All,5642.6021,1
4,1,Arizona,Apache County,71818,race-ethnicity,Black,250000.02,3
4,1,Arizona,Apache County,71818,race-ethnicity,Other Races,6151.8398,1
4,1,Arizona,Apache County,71818,race-ethnicity,White,4332.0107,1
