state,county,state_name,county_name,population,subgroup_type,subgroup,juvenile_arrest_rate,juvenile_arrest_rate_quality
6,45,California,Mendocino County,87606,all,All,2871.0576,2
6,45,California,Mendocino County,87606,race-ethnicity,Black,NA,NA
6,45,California,Mendocino County,87606,race-ethnicity,Other Races,1683.0782,2
6,45,California,Mendocino County,87606,race-ethnicity,White,3528.6809,2
6,47,California,Merced County,274765,all,All,3733.4087,2
6,47,California,Merced County,274765,race-ethnicity,Black,15022.624,2
6,47,California,Merced County,274765,race-ethnicity,Other Races,155.58614,2
6,47,California,Merced County,274765,race-ethnicity,White,6473.7979,2
6,49,California,Modoc County,8777,all,All,2475.6079,2
6,49,California,Modoc County,8777,race-ethnicity,Black,NA,NA
6,49,California,Modoc County,8777,race-ethnicity,Other Races,1040.4745,2
6,49,California,Modoc County,8777,race-ethnicity,White,2709.155,2
6,51,California,Mono County,14250,all,All,861.28186,1
6,51,California,Mono County,14250,race-ethnicity,Black,NA,NA
6,51,California,Mono County,14250,race-ethnicity,Other Races,597.15039,1
6,51,California,Mono County,14250,race-ethnicity,White,905.79889,1
6,53,California,Monterey County,435594,all,All,2150.5027,2
6,53,California,Monterey County,435594,race-ethnicity,Black,5680.2808,2
6,53,California,Monterey County,435594,race-ethnicity,Other Races,83.111206,2
6,53,California,Monterey County,435594,race-ethnicity,White,4289.7119,2
6,55,California,Napa County,139417,all,All,2200.3643,2
6,55,California,Napa County,139417,race-ethnicity,Black,8633.0938,2
6,55,California,Napa County,139417,race-ethnicity,Other Races,195.25803,2
6,55,California,Napa County,139417,race-ethnicity,White,2829.717,2
6,57,California,Nevada County,99696,all,All,3103.394,2
6,57,California,Nevada County,99696,race-ethnicity,Black,NA,NA
6,57,California,Nevada County,99696,race-ethnicity,Other Races,577.12726,2
6,57,California,Nevada County,99696,race-ethnicity,White,2856.8967,2
6,59,California,Orange County,3185968,all,All,1734.1647,2
6,59,California,Orange County,3185968,race-ethnicity,Black,4739.5391,2
6,59,California,Orange County,3185968,race-ethnicity,Other Races,185.47353,2
6,59,California,Orange County,3185968,race-ethnicity,White,2691.8997,2
6,61,California,Placer County,393149,all,All,1290.9851,2
6,61,California,Placer County,393149,race-ethnicity,Black,6752.4116,2
6,61,California,Placer County,393149,race-ethnicity,Other Races,224.11475,2
6,61,California,Placer County,393149,race-ethnicity,White,1489.4906,2
6,63,California,Plumas County,18804,all,All,4428.9785,2
6,63,California,Plumas County,18804,race-ethnicity,Black,NA,NA
6,63,California,Plumas County,18804,race-ethnicity,Other Races,1004.596,2
6,63,California,Plumas County,18804,race-ethnicity,White,4986.2471,2
6,65,California,Riverside County,2450758,all,All,1092.5825,1
6,65,California,Riverside County,2450758,race-ethnicity,Black,2959.3821,1
6,65,California,Riverside County,2450758,race-ethnicity,Other Races,48.448757,1
6,65,California,Riverside County,2450758,race-ethnicity,White,1669.4996,1
6,67,California,Sacramento County,1540975,all,All,1224.0697,2
6,67,California,Sacramento County,1540975,race-ethnicity,Black,5048.3594,2
6,67,California,Sacramento County,1540975,race-ethnicity,Other Races,167.47797,2
6,67,California,Sacramento County,1540975,race-ethnicity,White,1228.8041,2
6,69,California,San Benito County,61537,all,All,2867.1108,2
6,69,California,San Benito County,61537,race-ethnicity,Black,3970.6963,2
6,69,California,San Benito County,61537,race-ethnicity,Other Races,169.4295,2
6,69,California,San Benito County,61537,race-ethnicity,White,3688.4851,2
6,71,California,San Bernardino County,2171603,all,All,2071.3582,2
6,71,California,San Bernardino County,2171603,race-ethnicity,Black,7079.4336,2
6,71,California,San Bernardino County,2171603,race-ethnicity,Other Races,92.206207,2
6,71,California,San Bernardino County,2171603,race-ethnicity,White,2495.7451,2
6,73,California,San Diego County,3343364,all,All,2116.6533,2
6,73,California,San Diego County,3343364,race-ethnicity,Black,4878.0488,2
6,73,California,San Diego County,3343364,race-ethnicity,Other Races,389.48029,2
6,73,California,San Diego County,3343364,race-ethnicity,White,2541.1348,2
6,75,California,San Francisco County,883305,all,All,1833.255,2
6,75,California,San Francisco County,883305,race-ethnicity,Black,16840.688,2
6,75,California,San Francisco County,883305,race-ethnicity,Other Races,NA,NA
6,75,California,San Francisco County,883305,race-ethnicity,White,2379.2214,2
6,77,California,San Joaquin County,752660,all,All,2252.6235,1
6,77,California,San Joaquin County,752660,race-ethnicity,Black,8944.2012,1
6,77,California,San Joaquin County,752660,race-ethnicity,Other Races,389.742,1
6,77,California,San Joaquin County,752660,race-ethnicity,White,2804.6311,1
6,79,California,San Luis Obispo County,284010,all,All,2160.4939,2
6,79,California,San Luis Obispo County,284010,race-ethnicity,Black,2409.6387,2
6,79,California,San Luis Obispo County,284010,race-ethnicity,Other Races,690.42316,2
6,79,California,San Luis Obispo County,284010,race-ethnicity,White,2516.5339,2
6,81,California,San Mateo County,769545,all,All,1602.5597,2
6,81,California,San Mateo County,769545,race-ethnicity,Black,8410.4941,2
6,81,California,San Mateo County,769545,race-ethnicity,Other Races,387.37167,2
6,81,California,San Mateo County,769545,race-ethnicity,White,2624.2451,2
6,83,California,Santa Barbara County,446527,all,All,4340.5093,2
6,83,California,Santa Barbara County,446527,race-ethnicity,Black,7114.2285,2
6,83,California,Santa Barbara County,446527,race-ethnicity,Other Races,87.108017,2
6,83,California,Santa Barbara County,446527,race-ethnicity,White,5880.2178,2
6,85,California,Santa Clara County,1937570,all,All,1686.5209,2
6,85,California,Santa Clara County,1937570,race-ethnicity,Black,7720.7695,2
6,85,California,Santa Clara County,1937570,race-ethnicity,Other Races,195.47563,2
6,85,California,Santa Clara County,1937570,race-ethnicity,White,3631.7329,2
6,87,California,Santa Cruz County,274255,all,All,2277.6697,2
6,87,California,Santa Cruz County,274255,race-ethnicity,Black,5794.3926,2
6,87,California,Santa Cruz County,274255,race-ethnicity,Other Races,93.273918,2
6,87,California,Santa Cruz County,274255,race-ethnicity,White,3494.1038,2
6,89,California,Shasta County,180040,all,All,2728.7581,2
6,89,California,Shasta County,180040,race-ethnicity,Black,18309.859,2
6,89,California,Shasta County,180040,race-ethnicity,Other Races,688.40582,2
6,89,California,Shasta County,180040,race-ethnicity,White,2892.0518,2
6,91,California,Sierra County,2987,all,All,NA,NA
6,91,California,Sierra County,2987,race-ethnicity,Black,NA,NA
6,91,California,Sierra County,2987,race-ethnicity,Other Races,NA,NA
6,91,California,Sierra County,2987,race-ethnicity,White,NA,NA
6,93,California,Siskiyou County,43724,all,All,3136.5168,2
6,93,California,Siskiyou County,43724,race-ethnicity,Black,NA,NA
6,93,California,Siskiyou County,43724,race-ethnicity,Other Races,3809.7373,2
6,93,California,Siskiyou County,43724,race-ethnicity,White,2954.0212,2
6,95,California,Solano County,446610,all,All,3036.6492,2
6,95,California,Solano County,446610,race-ethnicity,Black,7096.7744,2
6,95,California,Solano County,446610,race-ethnicity,Other Races,174.22496,2
6,95,California,Solano County,446610,race-ethnicity,White,4489.6821,2
6,97,California,Sonoma County,499942,all,All,2808.4509,2
6,97,California,Sonoma County,499942,race-ethnicity,Black,5462.1851,2
6,97,California,Sonoma County,499942,race-ethnicity,Other Races,209.01068,2
6,97,California,Sonoma County,499942,race-ethnicity,White,4271.1724,2
6,99,California,Stanislaus County,549815,all,All,1718.001,2
6,99,California,Stanislaus County,549815,race-ethnicity,Black,3511.1594,2
6,99,California,Stanislaus County,549815,race-ethnicity,Other Races,112.6253,2
6,99,California,Stanislaus County,549815,race-ethnicity,White,2203.4741,2
6,101,California,Sutter County,96807,all,All,2121.6646,2
6,101,California,Sutter County,96807,race-ethnicity,Black,32670.248,2
6,101,California,Sutter County,96807,race-ethnicity,Other Races,353.76355,2
6,101,California,Sutter County,96807,race-ethnicity,White,2883.5911,2
6,103,California,Tehama County,63916,all,All,2540.7349,2
6,103,California,Tehama County,63916,race-ethnicity,Black,21774.633,2
6,103,California,Tehama County,63916,race-ethnicity,Other Races,327.61722,2
6,103,California,Tehama County,63916,race-ethnicity,White,2919.1196,2
6,105,California,Trinity County,12535,all,All,794.84448,2
6,105,California,Trinity County,12535,race-ethnicity,Black,NA,NA
6,105,California,Trinity County,12535,race-ethnicity,Other Races,376.45926,2
6,105,California,Trinity County,12535,race-ethnicity,White,879.81891,2
6,107,California,Tulare County,465861,all,All,3593.2224,2
6,107,California,Tulare County,465861,race-ethnicity,Black,30917.875,2
6,107,California,Tulare County,465861,race-ethnicity,Other Races,311.41455,2
6,107,California,Tulare County,465861,race-ethnicity,White,4554.2529,2
6,109,California,Tuolumne County,54539,all,All,1868.0908,1
6,109,California,Tuolumne County,54539,race-ethnicity,Black,NA,NA
6,109,California,Tuolumne County,54539,race-ethnicity,Other Races,1066.6342,1
6,109,California,Tuolumne County,54539,race-ethnicity,White,1977.4874,1
6,111,California,Ventura County,850967,all,All,3404.0601,2
6,111,California,Ventura County,850967,race-ethnicity,Black,15837.104,2
6,111,California,Ventura County,850967,race-ethnicity,Other Races,94.987984,2
6,111,California,Ventura County,850967,race-ethnicity,White,4037.1428,2
6,113,California,Yolo County,220408,all,All,2746.0317,2
6,113,California,Yolo County,220408,race-ethnicity,Black,6798.2456,2
6,113,California,Yolo County,220408,race-ethnicity,Other Races,240.38461,2
6,113,California,Yolo County,220408,race-ethnicity,White,3446.7839,2
6,115,California,Yuba County,78041,all,All,2910.8838,2
6,115,California,Yuba County,78041,race-ethnicity,Black,90683.469,2
6,115,California,Yuba County,78041,race-ethnicity,Other Races,124.03563,2
6,115,California,Yuba County,78041,race-ethnicity,White,3860.3225,2
8,1,Colorado,Adams County,511868,all,All,7442.2554,1
8,1,Colorado,Adams County,511868,race-ethnicity,Black,14494.714,1
8,1,Colorado,Adams County,511868,race-ethnicity,Other Races,436.63333,1
8,1,Colorado,Adams County,511868,race-ethnicity,White,8550.502,1
8,3,Colorado,Alamosa County,16683,all,All,340.71744,2
8,3,Colorado,Alamosa County,16683,race-ethnicity,Black,NA,NA
8,3,Colorado,Alamosa County,16683,race-ethnicity,Other Races,2327.4216,2
8,3,Colorado,Alamosa County,16683,race-ethnicity,White,125.85535,2
8,5,Colorado,Arapahoe County,651215,all,All,8011.3408,2
8,5,Colorado,Arapahoe County,651215,race-ethnicity,Black,24957.914,2
8,5,Colorado,Arapahoe County,651215,race-ethnicity,Other Races,522.45074,2
8,5,Colorado,Arapahoe County,651215,race-ethnicity,White,8331.2598,2
8,7,Colorado,Archuleta County,13765,all,All,2806.814,1
8,7,Colorado,Archuleta County,13765,race-ethnicity,Black,NA,NA
8,7,Colorado,Archuleta County,13765,race-ethnicity,Other Races,3862.3958,1
8,7,Colorado,Archuleta County,13765,race-ethnicity,White,2620.0195,1
8,9,Colorado,Baca County,3585,all,All,3682.1394,3
8,9,Colorado,Baca County,3585,race-ethnicity,Black,NA,NA
8,9,Colorado,Baca County,3585,race-ethnicity,Other Races,NA,NA
8,9,Colorado,Baca County,3585,race-ethnicity,White,4080.3625,3
8,11,Colorado,Bent County,5882,all,All,910.99988,1
8,11,Colorado,Bent County,5882,race-ethnicity,Black,NA,NA
8,11,Colorado,Bent County,5882,race-ethnicity,Other Races,NA,NA
8,11,Colorado,Bent County,5882,race-ethnicity,White,1149.2063,1
8,13,Colorado,Boulder County,326078,all,All,4608.4814,2
8,13,Colorado,Boulder County,326078,race-ethnicity,Black,17496.688,2
8,13,Colorado,Boulder County,326078,race-ethnicity,Other Races,995.21527,2
8,13,Colorado,Boulder County,326078,race-ethnicity,White,4752.8145,2
8,14,Colorado,Broomfield County,69267,all,All,6542.7505,1
8,14,Colorado,Broomfield County,69267,race-ethnicity,Black,12288.703,1
8,14,Colorado,Broomfield County,69267,race-ethnicity,Other Races,1120.0945,1
8,14,Colorado,Broomfield County,69267,race-ethnicity,White,7150.6538,1
8,15,Colorado,Chaffee County,20027,all,All,6961.8911,1
8,15,Colorado,Chaffee County,20027,race-ethnicity,Black,5285.4121,1
8,15,Colorado,Chaffee County,20027,race-ethnicity,Other Races,696.28186,1
8,15,Colorado,Chaffee County,20027,race-ethnicity,White,7765.7437,1
8,17,Colorado,Cheyenne County,1876,all,All,NA,NA
8,17,Colorado,Cheyenne County,1876,race-ethnicity,Black,NA,NA
8,17,Colorado,Cheyenne County,1876,race-ethnicity,Other Races,NA,NA
8,17,Colorado,Cheyenne County,1876,race-ethnicity,White,NA,NA
8,19,Colorado,Clear Creek County,9605,all,All,3441.0378,2
8,19,Colorado,Clear Creek County,9605,race-ethnicity,Black,NA,NA
8,19,Colorado,Clear Creek County,9605,race-ethnicity,Other Races,NA,NA
8,19,Colorado,Clear Creek County,9605,race-ethnicity,White,3719.4077,2
8,21,Colorado,Conejos County,8200,all,All,NA,NA
8,21,Colorado,Conejos County,8200,race-ethnicity,Black,NA,NA
8,21,Colorado,Conejos County,8200,race-ethnicity,Other Races,NA,NA
8,21,Colorado,Conejos County,8200,race-ethnicity,White,NA,NA
8,23,Colorado,Costilla County,3828,all,All,NA,NA
8,23,Colorado,Costilla County,3828,race-ethnicity,Black,NA,NA
8,23,Colorado,Costilla County,3828,race-ethnicity,Other Races,NA,NA
8,23,Colorado,Costilla County,3828,race-ethnicity,White,NA,NA
8,25,Colorado,Crowley County,5858,all,All,845.10999,1
8,25,Colorado,Crowley County,5858,race-ethnicity,Black,NA,NA
8,25,Colorado,Crowley County,5858,race-ethnicity,Other Races,NA,NA
8,25,Colorado,Crowley County,5858,race-ethnicity,White,913.78943,1
8,27,Colorado,Custer County,4954,all,All,7301.5181,1
8,27,Colorado,Custer County,4954,race-ethnicity,Black,NA,NA
8,27,Colorado,Custer County,4954,race-ethnicity,Other Races,NA,NA
8,27,Colorado,Custer County,4954,race-ethnicity,White,8325.5508,1
8,29,Colorado,Delta County,30953,all,All,2811.9856,2
8,29,Colorado,Delta County,30953,race-ethnicity,Black,NA,NA
8,29,Colorado,Delta County,30953,race-ethnicity,Other Races,5041.3389,2
8,29,Colorado,Delta County,30953,race-ethnicity,White,2780.7161,2
8,31,Colorado,Denver County,716492,all,All,8974.377,2
8,31,Colorado,Denver County,716492,race-ethnicity,Black,16456.758,2
8,31,Colorado,Denver County,716492,race-ethnicity,Other Races,710.57843,2
8,31,Colorado,Denver County,716492,race-ethnicity,White,9338.6797,2
8,33,Colorado,Dolores County,2074,all,All,NA,NA
8,33,Colorado,Dolores County,2074,race-ethnicity,Black,NA,NA
8,33,Colorado,Dolores County,2074,race-ethnicity,Other Races,NA,NA
8,33,Colorado,Dolores County,2074,race-ethnicity,White,NA,NA
8,35,Colorado,Douglas County,342776,all,All,2836.4346,1
8,35,Colorado,Douglas County,342776,race-ethnicity,Black,19356.848,1
8,35,Colorado,Douglas County,342776,race-ethnicity,Other Races,713.40857,1
8,35,Colorado,Douglas County,342776,race-ethnicity,White,2833.0549,1
8,37,Colorado,Eagle County,54993,all,All,2443.8357,2
8,37,Colorado,Eagle County,54993,race-ethnicity,Black,NA,NA
8,37,Colorado,Eagle County,54993,race-ethnicity,Other Races,144.25435,2
8,37,Colorado,Eagle County,54993,race-ethnicity,White,2754.0908,2
8,39,Colorado,Elbert County,26282,all,All,138.28151,3
8,39,Colorado,Elbert County,26282,race-ethnicity,Black,NA,NA
8,39,Colorado,Elbert County,26282,race-ethnicity,Other Races,NA,NA
8,39,Colorado,Elbert County,26282,race-ethnicity,White,147.93118,3
8,41,Colorado,El Paso County,713856,all,All,3813.7351,2
8,41,Colorado,El Paso County,713856,race-ethnicity,Black,17407.191,2
8,41,Colorado,El Paso County,713856,race-ethnicity,Other Races,383.58023,2
8,41,Colorado,El Paso County,713856,race-ethnicity,White,3650.8472,2
8,43,Colorado,Fremont County,48021,all,All,1760.4465,1
8,43,Colorado,Fremont County,48021,race-ethnicity,Black,4031.4453,1
8,43,Colorado,Fremont County,48021,race-ethnicity,Other Races,NA,NA
8,43,Colorado,Fremont County,48021,race-ethnicity,White,1941.5316,1
8,45,Colorado,Garfield County,59770,all,All,5529.7622,1
8,45,Colorado,Garfield County,59770,race-ethnicity,Black,NA,NA
8,45,Colorado,Garfield County,59770,race-ethnicity,Other Races,847.31403,1
8,45,Colorado,Garfield County,59770,race-ethnicity,White,5938.6553,1
8,47,Colorado,Gilpin County,6121,all,All,1529.3501,2
8,47,Colorado,Gilpin County,6121,race-ethnicity,Black,NA,NA
8,47,Colorado,Gilpin County,6121,race-ethnicity,Other Races,NA,NA
8,47,Colorado,Gilpin County,6121,race-ethnicity,White,1653.0702,2
8,49,Colorado,Grand County,15525,all,All,927.72266,2
8,49,Colorado,Grand County,15525,race-ethnicity,Black,NA,NA
8,49,Colorado,Grand County,15525,race-ethnicity,Other Races,NA,NA
8,49,Colorado,Grand County,15525,race-ethnicity,White,1094.8136,2
8,51,Colorado,Gunnison County,17246,all,All,3435.2458,1
8,51,Colorado,Gunnison County,17246,race-ethnicity,Black,NA,NA
8,51,Colorado,Gunnison County,17246,race-ethnicity,Other Races,NA,NA
8,51,Colorado,Gunnison County,17246,race-ethnicity,White,4043.1414,1
8,53,Colorado,Hinsdale County,811,all,All,4065.0405,3
8,53,Colorado,Hinsdale County,811,race-ethnicity,Black,NA,NA
8,53,Colorado,Hinsdale County,811,race-ethnicity,Other Races,NA,NA
8,53,Colorado,Hinsdale County,811,race-ethnicity,White,4784.3838,3
8,55,Colorado,Huerfano County,6889,all,All,3203.8767,2
8,55,Colorado,Huerfano County,6889,race-ethnicity,Black,13986.014,2
8,55,Colorado,Huerfano County,6889,race-ethnicity,Other Races,NA,NA
8,55,Colorado,Huerfano County,6889,race-ethnicity,White,3424.8921,2
8,57,Colorado,Jackson County,1399,all,All,NA,NA
8,57,Colorado,Jackson County,1399,race-ethnicity,Black,NA,NA
8,57,Colorado,Jackson County,1399,race-ethnicity,Other Races,NA,NA
8,57,Colorado,Jackson County,1399,race-ethnicity,White,NA,NA
8,59,Colorado,Jefferson County,580233,all,All,7705.8115,2
8,59,Colorado,Jefferson County,580233,race-ethnicity,Black,25068.096,2
8,59,Colorado,Jefferson County,580233,race-ethnicity,Other Races,839.65057,2
8,59,Colorado,Jefferson County,580233,race-ethnicity,White,8299.6318,2
8,61,Colorado,Kiowa County,1383,all,All,NA,NA
8,61,Colorado,Kiowa County,1383,race-ethnicity,Black,NA,NA
8,61,Colorado,Kiowa County,1383,race-ethnicity,Other Races,NA,NA
8,61,Colorado,Kiowa County,1383,race-ethnicity,White,NA,NA
8,63,Colorado,Kit Carson County,7163,all,All,2986.0552,2
8,63,Colorado,Kit Carson County,7163,race-ethnicity,Black,16393.443,2
8,63,Colorado,Kit Carson County,7163,race-ethnicity,Other Races,NA,NA
8,63,Colorado,Kit Carson County,7163,race-ethnicity,White,2841.2761,2
8,65,Colorado,Lake County,7824,all,All,1487.5142,1
8,65,Colorado,Lake County,7824,race-ethnicity,Black,NA,NA
8,65,Colorado,Lake County,7824,race-ethnicity,Other Races,NA,NA
8,65,Colorado,Lake County,7824,race-ethnicity,White,1696.1371,1
8,67,Colorado,La Plata County,56310,all,All,3188.2671,2
8,67,Colorado,La Plata County,56310,race-ethnicity,Black,NA,NA
8,67,Colorado,La Plata County,56310,race-ethnicity,Other Races,7270.3921,2
8,67,Colorado,La Plata County,56310,race-ethnicity,White,2385.4912,2
8,69,Colorado,Larimer County,350518,all,All,4698.9766,2
8,69,Colorado,Larimer County,350518,race-ethnicity,Black,13422.818,2
8,69,Colorado,Larimer County,350518,race-ethnicity,Other Races,192.86403,2
8,69,Colorado,Larimer County,350518,race-ethnicity,White,5166.812,2
8,71,Colorado,Las Animas County,14503,all,All,1466.9209,2
8,71,Colorado,Las Animas County,14503,race-ethnicity,Black,NA,NA
8,71,Colorado,Las Animas County,14503,race-ethnicity,Other Races,578.1015,2
8,71,Colorado,Las Animas County,14503,race-ethnicity,White,1563.0422,2
8,73,Colorado,Lincoln County,5610,all,All,358.3266,2
8,73,Colorado,Lincoln County,5610,race-ethnicity,Black,NA,NA
8,73,Colorado,Lincoln County,5610,race-ethnicity,Other Races,NA,NA
8,73,Colorado,Lincoln County,5610,race-ethnicity,White,387.44672,2
8,75,Colorado,Logan County,21528,all,All,1348.0723,1
8,75,Colorado,Logan County,21528,race-ethnicity,Black,NA,NA
8,75,Colorado,Logan County,21528,race-ethnicity,Other Races,NA,NA
8,75,Colorado,Logan County,21528,race-ethnicity,White,1457.6273,1
8,77,Colorado,Mesa County,153207,all,All,8477.0127,2
8,77,Colorado,Mesa County,153207,race-ethnicity,Black,109890.11,3
8,77,Colorado,Mesa County,153207,race-ethnicity,Other Races,647.14447,2
8,77,Colorado,Mesa County,153207,race-ethnicity,White,9078.7295,2
8,79,Colorado,Mineral County,776,all,All,NA,NA
8,79,Colorado,Mineral County,776,race-ethnicity,Black,NA,NA
8,79,Colorado,Mineral County,776,race-ethnicity,Other Races,NA,NA
8,79,Colorado,Mineral County,776,race-ethnicity,White,NA,NA
8,81,Colorado,Moffat County,13188,all,All,7992.7534,2
8,81,Colorado,Moffat County,13188,race-ethnicity,Black,NA,NA
8,81,Colorado,Moffat County,13188,race-ethnicity,Other Races,NA,NA
8,81,Colorado,Moffat County,13188,race-ethnicity,White,8760.125,2
8,83,Colorado,Montezuma County,26158,all,All,2424.1536,2
8,83,Colorado,Montezuma County,26158,race-ethnicity,Black,NA,NA
8,83,Colorado,Montezuma County,26158,race-ethnicity,Other Races,9430.5469,2
8,83,Colorado,Montezuma County,26158,race-ethnicity,White,1076.6545,2
8,85,Colorado,Montrose County,42214,all,All,4883.6411,2
8,85,Colorado,Montrose County,42214,race-ethnicity,Black,NA,NA
8,85,Colorado,Montrose County,42214,race-ethnicity,Other Races,946.02905,2
8,85,Colorado,Montrose County,42214,race-ethnicity,White,4749.5669,2
8,87,Colorado,Morgan County,28558,all,All,6077.4897,2
8,87,Colorado,Morgan County,28558,race-ethnicity,Black,3214.4004,2
8,87,Colorado,Morgan County,28558,race-ethnicity,Other Races,NA,NA
8,87,Colorado,Morgan County,28558,race-ethnicity,White,6495.4302,2
8,89,Colorado,Otero County,18432,all,All,697.74579,2
8,89,Colorado,Otero County,18432,race-ethnicity,Black,NA,NA
8,89,Colorado,Otero County,18432,race-ethnicity,Other Races,NA,NA
8,89,Colorado,Otero County,18432,race-ethnicity,White,773.20703,2
8,91,Colorado,Ouray County,4833,all,All,571.41986,2
8,91,Colorado,Ouray County,4833,race-ethnicity,Black,NA,NA
8,91,Colorado,Ouray County,4833,race-ethnicity,Other Races,NA,NA
8,91,Colorado,Ouray County,4833,race-ethnicity,White,588.12921,2
8,93,Colorado,Park County,18556,all,All,333.73657,2
8,93,Colorado,Park County,18556,race-ethnicity,Black,NA,NA
8,93,Colorado,Park County,18556,race-ethnicity,Other Races,NA,NA
8,93,Colorado,Park County,18556,race-ethnicity,White,380.54355,2
8,95,Colorado,Phillips County,4286,all,All,1119.7708,2
8,95,Colorado,Phillips County,4286,race-ethnicity,Black,NA,NA
8,95,Colorado,Phillips County,4286,race-ethnicity,Other Races,NA,NA
8,95,Colorado,Phillips County,4286,race-ethnicity,White,1210.771,2
8,97,Colorado,Pitkin County,17950,all,All,1676.7607,1
8,97,Colorado,Pitkin County,17950,race-ethnicity,Black,NA,NA
8,97,Colorado,Pitkin County,17950,race-ethnicity,Other Races,NA,NA
8,97,Colorado,Pitkin County,17950,race-ethnicity,White,1978.7607,1
8,99,Colorado,Prowers County,12164,all,All,489.72281,1
8,99,Colorado,Prowers County,12164,race-ethnicity,Black,NA,NA
8,99,Colorado,Prowers County,12164,race-ethnicity,Other Races,NA,NA
8,99,Colorado,Prowers County,12164,race-ethnicity,White,542.68823,1
8,101,Colorado,Pueblo County,167529,all,All,635.73901,1
8,101,Colorado,Pueblo County,167529,race-ethnicity,Black,2288.1755,1
8,101,Colorado,Pueblo County,167529,race-ethnicity,Other Races,NA,NA
8,101,Colorado,Pueblo County,167529,race-ethnicity,White,722.81342,1
8,103,Colorado,Rio Blanco County,6336,all,All,948.05597,2
8,103,Colorado,Rio Blanco County,6336,race-ethnicity,Black,NA,NA
8,103,Colorado,Rio Blanco County,6336,race-ethnicity,Other Races,NA,NA
8,103,Colorado,Rio Blanco County,6336,race-ethnicity,White,1039.0797,2
8,105,Colorado,Rio Grande County,11250,all,All,3527.4146,2
8,105,Colorado,Rio Grande County,11250,race-ethnicity,Black,NA,NA
8,105,Colorado,Rio Grande County,11250,race-ethnicity,Other Races,NA,NA
8,105,Colorado,Rio Grande County,11250,race-ethnicity,White,3827.4829,2
8,107,Colorado,Routt County,25733,all,All,5704.5317,2
8,107,Colorado,Routt County,25733,race-ethnicity,Black,NA,NA
8,107,Colorado,Routt County,25733,race-ethnicity,Other Races,NA,NA
8,107,Colorado,Routt County,25733,race-ethnicity,White,6203.395,2
8,109,Colorado,Saguache County,6843,all,All,430.08597,2
8,109,Colorado,Saguache County,6843,race-ethnicity,Black,NA,NA
8,109,Colorado,Saguache County,6843,race-ethnicity,Other Races,NA,NA
8,109,Colorado,Saguache County,6843,race-ethnicity,White,476.59976,2
8,111,Colorado,San Juan County,762,all,All,NA,NA
8,111,Colorado,San Juan County,762,race-ethnicity,Black,NA,NA
8,111,Colorado,San Juan County,762,race-ethnicity,Other Races,NA,NA
8,111,Colorado,San Juan County,762,race-ethnicity,White,NA,NA
8,113,Colorado,San Miguel County,8191,all,All,232.80069,2
8,113,Colorado,San Miguel County,8191,race-ethnicity,Black,NA,NA
8,113,Colorado,San Miguel County,8191,race-ethnicity,Other Races,NA,NA
8,113,Colorado,San Miguel County,8191,race-ethnicity,White,239.6082,2
8,115,Colorado,Sedgwick County,2303,all,All,NA,NA
8,115,Colorado,Sedgwick County,2303,race-ethnicity,Black,NA,NA
8,115,Colorado,Sedgwick County,2303,race-ethnicity,Other Races,NA,NA
8,115,Colorado,Sedgwick County,2303,race-ethnicity,White,NA,NA
8,117,Colorado,Summit County,31007,all,All,1646.7682,2
8,117,Colorado,Summit County,31007,race-ethnicity,Black,NA,NA
8,117,Colorado,Summit County,31007,race-ethnicity,Other Races,NA,NA
8,117,Colorado,Summit County,31007,race-ethnicity,White,1943.3683,2
8,119,Colorado,Teller County,25083,all,All,5314.7998,1
8,119,Colorado,Teller County,25083,race-ethnicity,Black,4197.0957,1
8,119,Colorado,Teller County,25083,race-ethnicity,Other Races,328.61877,1
8,119,Colorado,Teller County,25083,race-ethnicity,White,6189.6948,1
8,121,Colorado,Washington County,4909,all,All,2443.136,1
8,121,Colorado,Washington County,4909,race-ethnicity,Black,NA,NA
8,121,Colorado,Washington County,4909,race-ethnicity,Other Races,NA,NA
8,121,Colorado,Washington County,4909,race-ethnicity,White,2641.6821,1
8,123,Colorado,Weld County,314305,all,All,4872.7144,2
8,123,Colorado,Weld County,314305,race-ethnicity,Black,7054.8047,2
8,123,Colorado,Weld County,314305,race-ethnicity,Other Races,213.26662,2
8,123,Colorado,Weld County,314305,race-ethnicity,White,5278.3018,2
8,125,Colorado,Yuma County,10020,all,All,689.09167,2
8,125,Colorado,Yuma County,10020,race-ethnicity,Black,NA,NA
8,125,Colorado,Yuma County,10020,race-ethnicity,Other Races,NA,NA
8,125,Colorado,Yuma County,10020,race-ethnicity,White,745.08984,2
9,1,Connecticut,Fairfield County,943823,all,All,1911.3831,2
9,1,Connecticut,Fairfield County,943823,race-ethnicity,Black,7378.3638,2
9,1,Connecticut,Fairfield County,943823,race-ethnicity,Other Races,93.261833,2
9,1,Connecticut,Fairfield County,943823,race-ethnicity,White,1477.9945,2
9,3,Connecticut,Hartford County,892697,all,All,3108.1992,2
9,3,Connecticut,Hartford County,892697,race-ethnicity,Black,8789.0156,2
9,3,Connecticut,Hartford County,892697,race-ethnicity,Other Races,170.59995,2
9,3,Connecticut,Hartford County,892697,race-ethnicity,White,2800.7629,2
9,5,Connecticut,Litchfield County,181111,all,All,1377.6477,1
9,5,Connecticut,Litchfield County,181111,race-ethnicity,Black,94871.797,1
